25.0,0.0, 0.0235152
50.0,0.0, 0.0231153
75.0,0.0, 0.0231153
100.0,0.0, 0.0229161
125.0,0.0, 0.0231153
150.0,0.0, 0.0229161
175.0,0.0, 0.0229161
200.0,0.0, 0.0229161
225.0,0.0, 0.0229161
250.0,0.0, 0.0229161
275.0,0.0, 0.0229161
300.0,0.0, 0.0229161
325.0,0.0, 0.0231153
350.0,0.0, 0.0231153
375.0,0.0, 0.0229161
400.0,0.0, 0.0227175
425.0,0.0, 0.0225194
450.0,0.0300000, 0.0225194
475.0,0.0300000, 0.0225194
500.0,0.0300000, 0.0225194
525.0,0.0300000, 0.0223218
550.0,0.0300000, 0.0215367
575.0,0.0300000, 0.0215367
600.0,0.0300000, 0.0217322
625.0,0.0300000, 0.0215367
650.0,0.0300000, 0.0215367
675.0,0.0300000, 0.0215367
700.0,0.0300000, 0.0213418
725.0,0.0300000, 0.0213418
750.0,0.0300000, 0.0213418
775.0,0.0300000, 0.0213418
800.0,0.0300000, 0.0213418
825.0,0.0300000, 0.0213418
850.0,0.0300000, 0.0211474
875.0,0.0300000, 0.0209535
900.0,0.0300000, 0.0209535
925.0,0.0300000, 0.0209535
950.0,0.0300000, 0.0217322
975.0,0.0300000, 0.0215367
1000.0,0.0300000, 0.0215367
1025.0,0.0300000, 0.0219282
1050.0,0.0300000, 0.0221247
1075.0,0.0300000, 0.0221247
1100.0,0.0300000, 0.0223218
1125.0,0.0300000, 0.0223218
1150.0,0.0300000, 0.0225194
1175.0,0.0300000, 0.0225194
1200.0,0.0300000, 0.0223218
1225.0,0.0300000, 0.0219282
1250.0,0.0300000, 0.0221247
1275.0,0.0300000, 0.0223218
1300.0,0.0300000, 0.0225194
1325.0,0.0300000, 0.0225194
1350.0,0.0300000, 0.0227175
1375.0,0.0300000, 0.0229161
1400.0,0.0300000, 0.0225194
1425.0,0.0300000, 0.0223218
1450.0,0.0300000, 0.0221247
1475.0,0.0300000, 0.0223218
1500.0,0.0300000, 0.0225194
1525.0,0.0300000, 0.0245240
1550.0,0.0300000, 0.0243212
1575.0,0.0300000, 0.0243212
1600.0,0.0300000, 0.0245240
1625.0,0.0300000, 0.0251354
1650.0,0.0300000, 0.0251354
1675.0,0.0300000, 0.0249311
1700.0,0.0300000, 0.0247273
1725.0,0.0300000, 0.0249311
1750.0,0.0300000, 0.0247273
1775.0,0.0300000, 0.0245240
1800.0,0.0300000, 0.0247273
1825.0,0.0300000, 0.0245240
1850.0,0.0300000, 0.0245240
1875.0,0.0300000, 0.0243212
1900.0,0.0300000, 0.0237159
1925.0,0.0300000, 0.0217322
1950.0,0.0300000, 0.0217322
1975.0,0.0300000, 0.0217322
2000.0,0.0300000, 0.0219282
2025.0,0.0300000, 0.0219282
2050.0,0.0300000, 0.0219282
2075.0,0.0300000, 0.0219282
2100.0,0.0300000, 0.0211474
2125.0,0.0300000, 0.0211474
2150.0,0.0300000, 0.0211474
2175.0,0.0300000, 0.0213418
2200.0,0.0300000, 0.0213418
2225.0,0.0300000, 0.0217322
2250.0,0.0300000, 0.0215367
2275.0,0.0300000, 0.0215367
2300.0,0.0300000, 0.0219282
2325.0,0.0300000, 0.0219282
2350.0,0.0300000, 0.0219282
2375.0,0.0300000, 0.0219282
2400.0,0.0300000, 0.0217322
2425.0,0.0300000, 0.0215367
2450.0,0.0300000, 0.0217322
2475.0,0.0300000, 0.0217322
2500.0,0.0300000, 0.0225194
2525.0,0.0300000, 0.0223218
2550.0,0.0300000, 0.0221247
2575.0,0.0300000, 0.0221247
2600.0,0.0300000, 0.0221247
2625.0,0.0300000, 0.0219282
2650.0,0.0300000, 0.0229161
2675.0,0.0300000, 0.0229161
2700.0,0.0300000, 0.0229161
2725.0,0.0300000, 0.0229161
2750.0,0.0300000, 0.0229161
2775.0,0.0300000, 0.0231153
2800.0,0.0300000, 0.0233150
2825.0,0.0300000, 0.0235152
2850.0,0.0300000, 0.0235152
2875.0,0.0300000, 0.0235152
2900.0,0.0300000, 0.0237159
2925.0,0.0300000, 0.0233150
2950.0,0.0300000, 0.0235152
2975.0,0.0300000, 0.0233150
3000.0,0.0300000, 0.0233150
3025.0,0.0300000, 0.0233150
3050.0,0.0300000, 0.0225194
3075.0,0.0300000, 0.0227175
3100.0,0.0300000, 0.0227175
3125.0,0.0300000, 0.0229161
3150.0,0.0300000, 0.0229161
3175.0,0.0300000, 0.0227175
3200.0,0.0300000, 0.0225194
3225.0,0.0300000, 0.0225194
3250.0,0.0300000, 0.0225194
3275.0,0.0300000, 0.0227175
3300.0,0.0300000, 0.0227175
3325.0,0.0300000, 0.0231153
3350.0,0.0300000, 0.0231153
3375.0,0.0300000, 0.0231153
3400.0,0.0300000, 0.0231153
3425.0,0.0300000, 0.0231153
3450.0,0.0300000, 0.0231153
3475.0,0.0300000, 0.0225194
3500.0,0.0300000, 0.0221247
3525.0,0.0300000, 0.0219282
3550.0,0.0300000, 0.0219282
